target,target_freq,relatum,relatum_freq,pos,relation,g_square,g_pvalue,order,order_pvalue,distance,relatum_is
move,132869,consent,969,VERB,HYP-HPO,0.0722404718399047,0.788102158148871,-0.5,0.0078125,33.875,HPO
react,10578,consent,969,VERB,HYP-HPO,0.2518348693847656,0.615786042674402,0.0,1.0,8.0,HPO
respond,33077,consent,969,VERB,HYP-HPO,0.433098554611206,0.5104724383999149,-0.0,1.0,44.0,HPO
accept,45752,consent,969,VERB,SYN,5.428429007530212,0.0198114937841531,0.0,0.015625,22.428571428571427,SYN
treatment,47080,therapy,14350,NOUN,HYP-HPO,8088.381419301033,0.0,0.0563475899524779,0.0,18.067888662593347,HPO
damage,19958,distortion,2645,NOUN,HYP-HPO,15.430594801902773,8.55912910301404e-05,-0.0,0.00048828125,21.5,HPO
harm,7103,distortion,2645,NOUN,HYP-HPO,0.6593782901763916,0.4167795160402976,-0.0,0.5,12.0,HPO
change,104171,distortion,2645,NOUN,HYP-HPO,16.427942276000977,5.053478187755367e-05,-0.0588235294117647,1.1641532182693479e-10,16.0,HPO
distortion,2645,alteration,2212,NOUN,HYP-HPO,0.8768578767776489,0.3490637282311142,-0.0,1.0,10.0,HYP
damage,19958,deformation,469,NOUN,HYP-HPO,5.490364670753479,0.0191215542625293,0.0,0.25,22.33333333333333,HPO
change,104171,deformation,469,NOUN,HYP-HPO,16.99511194229126,3.747617487370736e-05,-0.1666666666666666,0.00048828125,6.833333333333333,HPO
distortion,2645,deformation,469,NOUN,SYN,9.558317303657532,0.0019904548160658,-0.0,0.5,13.5,SYN
change,104171,cash,21211,NOUN,HYP-HPO,14.256525993347168,0.0001595067659956,0.0650887573964497,2.672764710092196e-51,30.60355029585799,HYP
conclusion,20727,assumption,16142,NOUN,HYP-HPO,638.3934329748154,0.0,-0.2037914691943128,6.077163357286271e-64,13.95260663507109,HYP
conclusion,20727,hypothesis,10171,NOUN,HYP-HPO,312.57035422325134,0.0,-0.087719298245614,9.62964972193618e-35,16.280701754385966,HYP
possibility,28430,conclusion,20727,NOUN,HYP-HPO,87.0659807920456,0.0,-0.08,1.5777218104420236e-30,25.25,HPO
theory,50087,conclusion,20727,NOUN,HYP-HPO,288.241548538208,0.0,-0.0434782608695652,1.1591269220898192e-69,23.25217391304348,HPO
adjust,14880,accommodate,6786,VERB,HYP-HPO,318.58022022247314,0.0,0.6363636363636364,6.462348535570529e-27,9.875,HYP
adjust,14880,vary,13422,VERB,HYP-HPO,46.55273759365082,8.918532579116345e-12,0.2682926829268293,9.094947017729282e-13,13.731707317073171,HYP
gay,19602,cheery,703,ADJ,SYN,1.3357441425323486,0.2477858939664201,0.0,0.5,16.0,SYN
sunny,5052,cheery,703,ADJ,SYN,43.48637318611145,4.2692183122028376e-11,0.25,0.0078125,12.625,SYN
gay,19602,sunny,5052,ADJ,SYN,1.4466021060943604,0.2290739568278642,-0.0,0.25,14.666666666666666,SYN
message,44786,advertisement,3779,NOUN,HYP-HPO,116.66307377815248,0.0,-0.3559322033898305,3.469446951953614e-18,16.847457627118644,HPO
content,20141,advertisement,3779,NOUN,HYP-HPO,77.4182368516922,0.0,-0.0909090909090909,2.3283064365386963e-10,12.393939393939394,HPO
promotion,7677,advertisement,3779,NOUN,HYP-HPO,53.68296468257904,2.355893258254582e-13,0.2222222222222222,7.62939453125e-06,21.0,HPO
publicity,3946,advertisement,3779,NOUN,HYP-HPO,31.22725594043732,2.2952081679683545e-08,-0.2,0.001953125,14.6,HPO
message,44786,advertising,11535,NOUN,HYP-HPO,374.6190140247345,0.0,-0.2216216216216216,4.078315292499078e-56,19.55135135135135,HPO
content,20141,advertising,11535,NOUN,HYP-HPO,229.5064599514008,0.0,-0.0909090909090909,3.1554436208840472e-30,14.95959595959596,HPO
advertising,11535,promotion,7677,NOUN,HYP-HPO,1071.6906768083572,0.0,0.5228426395939086,9.956824444577831e-60,9.913705583756345,HYP
advertising,11535,publicity,3946,NOUN,HYP-HPO,208.7496931552887,0.0,-0.0196078431372549,8.881784197001252e-16,20.94117647058824,HYP
advertising,11535,advertisement,3779,NOUN,SYN,790.2233204841614,0.0,-0.0229007633587786,7.346839692639297e-40,26.213740458015263,SYN
attack,19225,curse,3596,VERB,HYP-HPO,1.131600856781006,0.2874341307092554,-0.0,0.5,51.5,HPO
case,162149,information,122817,NOUN,HYP-HPO,1218.9880690574646,0.0,0.1657884069720308,0.0,30.923388731252533,HYP
case,162149,fact,157541,NOUN,HYP-HPO,2221.260988354683,0.0,-0.2363739056763626,0.0,23.291160689070885,HYP
project,78538,activity,73747,NOUN,HYP-HPO,1020.577092051506,0.0,0.1132254995242626,8.289046e-317,23.27592768791627,HYP
work,164423,project,78538,NOUN,HYP-HPO,2353.839169383049,0.0,0.0304054054054054,0.0,21.14822635135135,HPO
activity,73747,task,38435,NOUN,HYP-HPO,1357.7237067222595,0.0,-0.0442260442260442,1.8306845872749401e-245,18.524570024570025,HPO
project,78538,task,38435,NOUN,SYN,526.0639276504517,0.0,0.0293040293040293,8.682651365176084e-165,19.075091575091577,SYN
athlete,18693,ballplayer,520,NOUN,HYP-HPO,17.861895442008972,2.3752980482072417e-05,0.0,0.03125,17.666666666666668,HPO
player,77687,ballplayer,520,NOUN,HYP-HPO,139.1780788898468,0.0,-0.1891891891891892,1.4551915228366852e-11,29.35135135135135,HPO
condition,61617,monopoly,4003,NOUN,HYP-HPO,3.1228822469711304,0.0772001204554132,0.1428571428571428,9.5367431640625e-07,23.09523809523809,HPO
monopoly,4003,dominance,3425,NOUN,HYP-HPO,43.408703565597534,4.442080037136975e-11,0.3333333333333333,0.00048828125,12.083333333333334,HYP
control,72454,monopoly,4003,NOUN,HYP-HPO,189.27027904987327,0.0,-0.3265306122448979,6.310887241768096e-30,17.26530612244898,HPO
district,37482,borough,1190,NOUN,HYP-HPO,136.43191838264465,0.0,-0.0526315789473684,7.275957614183426e-12,14.526315789473683,HPO
territory,14479,borough,1190,NOUN,HYP-HPO,0.8302264213562012,0.3622070650858378,-0.0,0.5,8.0,HPO
activity,73747,duty,20730,NOUN,HYP-HPO,98.0292237997055,0.0,-0.005181347150259,1.5930919111324526e-58,136.66839378238342,HPO
work,164423,duty,20730,NOUN,HYP-HPO,186.3346271514893,0.0,0.0855745721271393,1.512731216738015e-123,25.748166259168705,HPO
death,84219,necrosis,345,NOUN,HYP-HPO,59.26985764503479,1.3766765505351941e-14,-0.2631578947368421,3.814697265625e-06,6.842105263157895,HPO
read,109422,communicate,11025,VERB,HYP-HPO,7.616521239280701,0.0057835948914707,0.3260869565217391,4.0389678347315804e-28,34.608695652173914,HYP
talk,135139,read,109422,VERB,HYP-HPO,165.8777276277542,0.0,-0.0829268292682926,0.0,22.69918699186992,HPO
read,109422,speak,106798,VERB,HYP-HPO,211.84650313854212,0.0,0.0150375939849624,1.012e-320,21.49436090225564,HYP
read,109422,mouth,571,VERB,HYP-HPO,2.6733216047286987,0.1020428547398544,0.0,0.015625,19.857142857142858,HYP
teach,59995,lecture,1723,VERB,HYP-HPO,60.476341009140015,7.438494264988549e-15,0.1515151515151515,2.3283064365386963e-10,15.87878787878788,HPO
learn,106282,lecture,1723,VERB,HYP-HPO,11.5628924369812,0.0006728110850049,0.217391304347826,2.384185791015625e-07,17.91304347826087,HPO
instruct,5415,lecture,1723,VERB,HYP-HPO,34.20276498794556,4.965834743408948e-09,0.3333333333333333,0.00390625,19.22222222222222,HPO
inform,13458,lecture,1723,VERB,HYP-HPO,3.5602147579193115,0.0591800818577979,-0.0,0.125,12.0,HPO
person,131990,saint,7983,NOUN,HYP-HPO,88.39447116851807,0.0,0.0758620689655172,4.484155085839417e-44,37.310344827586206,HPO
individual,47755,saint,7983,NOUN,HYP-HPO,9.184210777282717,0.0024411176977954,0.081081081081081,1.4551915228366852e-11,26.7027027027027,HPO
saint,7983,mortal,778,NOUN,HYP-HPO,7.592554092407227,0.0058609856386239,0.0,0.25,26.33333333333333,HYP
soul,27280,saint,7983,NOUN,HYP-HPO,458.1200459003449,0.0,-0.0684931506849315,2.2420775429197083e-44,33.678082191780824,HPO
bed,55877,plot,12000,NOUN,HYP-HPO,0.2572866678237915,0.611990408331549,-0.024390243902439,9.094947017729282e-13,27.585365853658537,HYP
bed,55877,patch,9673,NOUN,HYP-HPO,34.2014057636261,4.969304301383204e-09,0.0588235294117647,6.776263578034403e-21,19.764705882352946,HYP
bed,55877,tract,3190,NOUN,HYP-HPO,3.137242794036865,0.0765230686215561,-0.0,0.0625,10.2,HYP
bother,15869,strive,5921,VERB,HYP-HPO,0.0879591703414917,0.7667878590855559,-0.0,0.03125,36.5,HYP
bother,15869,strain,3234,VERB,HYP-HPO,0.0036633014678955,0.9517373351969588,0.0,0.25,49.0,HYP
bother,15869,labor,1949,VERB,HYP-HPO,0.7412369251251221,0.3892649347970224,-0.0,0.25,18.666666666666668,HYP
push,49112,bother,15869,VERB,HYP-HPO,0.208174467086792,0.648202015984841,-0.024390243902439,9.094947017729282e-13,24.07317073170732,HPO
change,97287,renew,3395,VERB,HYP-HPO,10.222156047821043,0.0013876354254287,0.0588235294117647,1.1641532182693479e-10,17.529411764705884,HYP
change,97287,replace,30349,VERB,HYP-HPO,83.29309785366058,0.0,0.2121212121212121,7.854549544476364e-90,20.97306397306397,HYP
exchange,4354,renew,3395,VERB,HYP-HPO,3.349893093109131,0.0672093782234942,-0.0,0.25,13.0,HYP
replace,30349,exchange,4354,VERB,HYP-HPO,7.361410856246948,0.006663848270331,-0.125,3.0517578125e-05,19.0,HPO
convert,10103,renew,3395,VERB,HYP-HPO,1.6794193983078003,0.1950016186802672,-0.0,0.125,32.0,HYP
replace,30349,convert,10103,VERB,HYP-HPO,36.67457449436188,1.3958820765935798e-09,-0.2083333333333333,7.105427357601002e-15,23.14583333333333,HPO
change,97287,exchange,4354,VERB,SYN,3.7877646684646606,0.0516285535331048,-0.1176470588235294,1.1641532182693479e-10,51.3235294117647,SYN
change,97287,convert,10103,VERB,SYN,0.5366328954696655,0.4638315234163425,-0.1147540983606557,8.673617379884035e-19,24.737704918032787,SYN
convert,10103,exchange,4354,VERB,SYN,1.1473608016967771,0.2841023084647101,-0.0,1.0,22.0,SYN
quality,56135,degree,52459,NOUN,HYP-HPO,184.559632062912,0.0,-0.029810298102981,1.6632655625031842e-111,23.73170731707317,HYP
level,102380,quality,56135,NOUN,HYP-HPO,1545.2524847984314,0.0,0.0624,0.0,17.2136,HPO
degree,52459,caliber,1388,NOUN,HYP-HPO,2.888553261756897,0.0892110023772143,0.25,0.0078125,37.625,HPO
level,102380,caliber,1388,NOUN,HYP-HPO,0.1363947391510009,0.7118917657766849,0.0,0.015625,19.428571428571427,HPO
property,44421,caliber,1388,NOUN,HYP-HPO,0.7459126710891724,0.3877733967767736,-0.0,0.5,28.0,HPO
quality,56135,caliber,1388,NOUN,SYN,26.56326413154602,2.550475883822401e-07,-0.0526315789473684,3.814697265625e-06,11.63157894736842,SYN
hard,66712,severe,14131,ADJ,SYN,0.0007945299148559,0.9775126809721654,0.1698113207547169,2.220446049250313e-16,24.9811320754717,SYN
person,131990,rider,7189,NOUN,HYP-HPO,10.218798398971558,0.0013901639162725,0.25,4.656612873077393e-10,23.8125,HPO
individual,47755,rider,7189,NOUN,HYP-HPO,8.619188785552979,0.0033263995432221,-0.0,0.0078125,28.0,HPO
soul,27280,rider,7189,NOUN,HYP-HPO,0.4139326810836792,0.5199801506734382,-0.1111111111111111,0.00390625,29.33333333333333,HPO
rider,7189,traveler,6430,NOUN,HYP-HPO,0.1547760963439941,0.6940123036283119,0.0,0.5,4.0,HYP
barrier,11697,fence,10955,NOUN,HYP-HPO,269.40603160858154,0.0,-0.2790697674418604,2.5849394142282115e-26,12.825581395348838,HPO
barrier,11697,fencing,943,NOUN,HYP-HPO,21.16998863220215,4.202946621179038e-06,0.0,0.015625,38.0,HPO
fence,10955,fencing,943,NOUN,SYN,873.5745072364807,0.0,0.203883495145631,1.972152263052529e-31,29.0873786407767,SYN
place,49074,address,31463,VERB,HYP-HPO,6.035908937454224,0.0140177313588897,-0.045045045045045,7.703719777548943e-34,25.57657657657657,HPO
determination,6761,persistence,2452,NOUN,HYP-HPO,103.43568253517152,0.0,-0.1304347826086956,2.384185791015625e-07,4.086956521739131,HPO
purpose,45578,persistence,2452,NOUN,HYP-HPO,43.32045114040375,4.647016105252533e-11,0.3103448275862069,3.725290298461914e-09,26.55172413793104,HPO
resolution,14298,persistence,2452,NOUN,HYP-HPO,1.5902704000473022,0.2072875054536564,-0.0,0.125,18.75,HPO
point,180481,stand,8887,NOUN,HYP-HPO,45.04668939113617,1.9239276838334263e-11,-0.2919254658385093,6.842277657836021e-49,33.024844720496894,HPO
action,80831,flow,17647,NOUN,HYP-HPO,39.59503722190857,3.1247637810594137e-10,0.2167832167832167,1.7936620343357662e-43,16.923076923076923,HPO
move,132869,dispel,1081,VERB,HYP-HPO,0.9360289573669434,0.333301188973517,0.0909090909090909,0.0009765625,21.454545454545453,HPO
fight,40488,invade,4219,VERB,HYP-HPO,94.43120741844176,0.0,-0.1698113207547169,2.220446049250313e-16,22.58490566037736,HPO
struggle,11744,invade,4219,VERB,HYP-HPO,1.5371885299682615,0.2150367724310607,0.0,1.0,6.0,HPO
attack,19225,invade,4219,VERB,HYP-HPO,73.75960731506348,0.0,-0.0303030303030303,2.3283064365386963e-10,13.636363636363637,HPO
fight,40488,occupy,13055,VERB,HYP-HPO,18.26827335357666,1.9187638786832828e-05,0.0357142857142857,2.775557561562892e-17,19.464285714285715,HPO
occupy,13055,struggle,11744,VERB,HYP-HPO,0.3385119438171386,0.5606894180301121,-0.0,0.015625,22.285714285714285,HYP
attack,19225,occupy,13055,VERB,HYP-HPO,23.548851370811462,1.217821046450851e-06,-0.2777777777777778,2.9103830456733704e-11,16.27777777777778,HPO
occupy,13055,invade,4219,VERB,SYN,291.1510750055313,0.0,-0.7352941176470589,6.776263578034403e-21,5.088235294117647,SYN
team,134313,platoon,1387,NOUN,HYP-HPO,33.243340492248535,8.131776141340197e-09,0.1176470588235294,1.1641532182693479e-10,12.529411764705882,HPO
squad,5104,platoon,1387,NOUN,HYP-HPO,415.4635246992111,0.0,0.1698113207547169,2.220446049250313e-16,8.415094339622641,HPO
insist,22333,allege,2373,VERB,HYP-HPO,0.3726334571838379,0.5415722960607077,-0.0,0.5,17.5,HPO
assert,9653,allege,2373,VERB,HYP-HPO,23.54079580307007,1.2229303927302482e-06,-0.2,0.001953125,15.6,HPO
maintain,39736,allege,2373,VERB,HYP-HPO,4.631915330886841,0.0313825111742849,-0.2727272727272727,0.0009765625,80.54545454545455,HPO
say,1278162,insist,22333,VERB,HYP-HPO,2090.497718691826,0.0,-0.128740049409827,0.0,35.564370024704914,HYP
say,1278162,maintain,39736,VERB,HYP-HPO,18.397181391716003,1.7932304471779403e-05,0.0504854368932038,0.0,32.84336569579288,HYP
say,1278162,allege,2373,VERB,SYN,36.27022194862366,1.71768421708407e-09,0.0476190476190476,2.7635739376302223e-76,52.59126984126984,SYN
short,65012,tall,23607,ADJ,ANT,2241.913584947586,0.0,-0.1980440097799511,1.1441778670468376e-246,12.920537897310512,ANT
accept,45752,permit,14276,VERB,HYP-HPO,110.5802196264267,0.0,-0.1623931623931624,1.2037062152420224e-35,23.923076923076923,HPO
permit,14276,consent,969,VERB,HYP-HPO,6.643392086029053,0.0099524258805347,0.0,0.125,29.5,HYP
permit,14276,react,10578,VERB,HYP-HPO,0.2903177738189697,0.590016965298247,-0.0,0.015625,13.142857142857142,HYP
respond,33077,permit,14276,VERB,HYP-HPO,26.06097900867462,3.3080239503213704e-07,-0.0175438596491228,1.3877787807814457e-17,40.333333333333336,HPO
allow,110934,accept,45752,VERB,HYP-HPO,362.40928637981415,0.0,-0.0030211480362537,1.0451361413042085e-199,22.09667673716012,HYP
allow,110934,consent,969,VERB,HYP-HPO,9.373849034309387,0.0022010286210264,-0.4666666666666667,6.103515625e-05,10.4,HYP
allow,110934,react,10578,VERB,HYP-HPO,28.51939082145691,9.276478218911421e-08,0.2807017543859649,9.62964972193618e-35,18.649122807017545,HYP
allow,110934,respond,33077,VERB,HYP-HPO,107.04144012928008,0.0,0.2741935483870967,2.0790819531289803e-112,19.56989247311828,HYP
let,132966,accept,45752,VERB,HYP-HPO,53.74548304080963,2.282618538629322e-13,0.0308008213552361,5.0052077379577523e-147,23.965092402464062,HYP
let,132966,consent,969,VERB,HYP-HPO,15.183292031288149,9.756284710704666e-05,-0.3,1.9073486328125e-06,15.55,HYP
let,132966,react,10578,VERB,HYP-HPO,0.7148025035858154,0.3978540924942024,0.2413793103448276,1.2924697071141056e-26,20.75862068965517,HYP
let,132966,respond,33077,VERB,HYP-HPO,25.224414706230164,5.103207115775277e-07,0.0815709969788519,4.5719495651291e-100,21.00906344410876,HYP
allow,110934,permit,14276,VERB,SYN,1238.1241297721865,0.0,0.0374149659863945,1.9742063534922827e-177,37.52040816326531,SYN
let,132966,permit,14276,VERB,SYN,0.8081880807876587,0.3686564879392751,0.0204081632653061,6.310887241768096e-30,28.346938775510203,SYN
let,132966,allow,110934,VERB,SYN,206.13503086566925,0.0,0.0815047021943573,0.0,24.43025078369906,SYN
quality,56135,clearness,106,NOUN,HYP-HPO,0.8581655025482178,0.3542525723210571,-0.0,1.0,30.0,HPO
barrier,11697,hedge,3953,NOUN,HYP-HPO,7.152889490127564,0.007484331163939,-0.25,0.0078125,15.0,HPO
fence,10955,hedge,3953,NOUN,HYP-HPO,257.30159080028534,0.0,0.1379310344827586,6.938893903907228e-18,7.051724137931035,HPO
hedge,3953,fencing,943,NOUN,HYP-HPO,5.432839870452881,0.0197615178193841,0.0,0.5,10.0,HYP
boat,28409,skiff,447,NOUN,HYP-HPO,271.7448374032974,0.0,0.1162790697674418,2.273736754432321e-13,18.37209302325581,HPO
scene,45955,representation,11905,NOUN,HYP-HPO,137.5932378768921,0.0,0.0,2.407412430484045e-35,22.24137931034483,HYP
photograph,56534,scene,45955,NOUN,HYP-HPO,537.381364941597,0.0,0.3663366336633663,1.909335227187253e-152,26.544554455445542,HPO
photo,58395,scene,45955,NOUN,HYP-HPO,431.3787701129913,0.0,0.1787234042553191,6.560425886295985e-142,26.685106382978724,HPO
movie,71402,scene,45955,NOUN,HOL-MER,6293.727217435837,0.0,-0.1175898931000971,0.0,16.55247813411079,MER
film,73409,scene,45955,NOUN,HOL-MER,5598.590844273567,0.0,0.0144628099173553,0.0,18.930268595041323,MER
liberal,20656,handsome,6773,ADJ,SYN,6.3058658838272095,0.0120339123990367,-0.0,0.5,3.5,SYN
gossip,2030,grapevine,494,NOUN,HYP-HPO,26.21708512306213,3.051111181484601e-07,-0.0,0.125,12.0,HPO
report,58979,grapevine,494,NOUN,HYP-HPO,0.2948759794235229,0.5871126981692493,0.0,1.0,11.0,HPO
look,377399,glitter,731,VERB,HYP-HPO,21.841490149497982,2.961270056833776e-06,0.4594594594594595,1.4551915228366852e-11,60.45945945945946,HPO
appear,99706,glitter,731,VERB,HYP-HPO,0.334758996963501,0.5628701646517574,-0.0,0.25,10.666666666666666,HPO
seem,228858,glitter,731,VERB,HYP-HPO,24.24146556854248,8.49828111881834e-07,-0.0,7.450580596923828e-09,21.357142857142858,HPO
look,377399,glisten,992,VERB,HYP-HPO,15.027639985084534,0.0001059480411701,0.5121951219512195,9.094947017729282e-13,23.70731707317073,HPO
appear,99706,glisten,992,VERB,HYP-HPO,2.844393253326416,0.0916932020022959,0.6,0.001953125,16.8,HPO
seem,228858,glisten,992,VERB,HYP-HPO,12.083618879318236,0.0005086676802623,0.037037037037037,1.4901161193847656e-08,16.962962962962962,HPO
appear,99706,glint,638,VERB,HYP-HPO,0.4958634376525879,0.4813233526573085,0.0,0.0625,19.6,HPO
seem,228858,glint,638,VERB,HYP-HPO,3.3736464977264404,0.0662469736906589,-0.1428571428571428,0.0001220703125,30.642857142857142,HPO
look,377399,gleam,936,VERB,HYP-HPO,7.321507334709167,0.006813424326493,0.0909090909090909,2.3283064365386963e-10,22.424242424242426,HPO
seem,228858,gleam,936,VERB,HYP-HPO,3.410601019859314,0.0647788490484913,0.1578947368421052,3.814697265625e-06,16.789473684210527,HPO
glisten,992,glitter,731,VERB,SYN,11.647480130195618,0.0006428956257303,-0.0,0.5,15.5,SYN
gleam,936,glitter,731,VERB,SYN,29.2385687828064,6.399264151912831e-08,-0.0,0.125,6.5,SYN
shine,7850,glitter,731,VERB,SYN,23.72634255886078,1.1105205905970197e-06,-0.0,0.03125,4.0,SYN
glisten,992,glint,638,VERB,SYN,12.182186484336851,0.0004824805648085,0.0,0.5,6.5,SYN
glisten,992,gleam,936,VERB,SYN,10.680381655693054,0.0010827771935951,0.0,0.5,17.5,SYN
shine,7850,glisten,992,VERB,SYN,37.31070518493652,1.0073014644618183e-09,-0.1111111111111111,0.00390625,7.444444444444445,SYN
gleam,936,glint,638,VERB,SYN,4.850190043449402,0.0276430864416442,0.0,1.0,2.0,SYN
shine,7850,glint,638,VERB,SYN,4.396944284439087,0.0360033854900114,-0.0,0.5,24.0,SYN
shine,7850,gleam,936,VERB,SYN,64.59429788589478,8.881784197001252e-16,0.0769230769230769,0.000244140625,11.384615384615383,SYN
attach,15506,hitch,1051,VERB,HYP-HPO,0.947848916053772,0.3302674422553296,-0.0,0.5,14.0,HPO
connect,22716,hitch,1051,VERB,HYP-HPO,0.0985881090164184,0.753530582343934,-0.0,1.0,12.0,HPO
link,18981,hitch,1051,VERB,HYP-HPO,0.550836443901062,0.4579761249108021,-0.0,0.5,11.5,HPO
tie,13756,hitch,1051,VERB,HYP-HPO,13.601266622543337,0.00022603296691,-0.0,0.03125,9.5,HPO
catch,51768,attach,15506,VERB,HYP-HPO,0.0380420684814453,0.8453586895638021,0.1363636363636363,1.1368683772161605e-13,35.86363636363637,HYP
catch,51768,connect,22716,VERB,HYP-HPO,7.796263813972473,0.00523543779261,0.0222222222222222,5.684341886080804e-14,32.577777777777776,HYP
catch,51768,link,18981,VERB,HYP-HPO,8.725983262062073,0.0031370684371287,-0.0285714285714285,5.820766091346741e-11,25.142857142857142,HYP
catch,51768,tie,13756,VERB,HYP-HPO,44.1108683347702,3.1029290248341106e-11,0.0561797752808988,3.2311742677852644e-27,36.02247191011236,HYP
catch,51768,hitch,1051,VERB,SYN,9.801773309707642,0.0017434366975763,-0.2,0.001953125,22.8,SYN
design,56064,decoration,3376,NOUN,HYP-HPO,461.9335038661957,0.0,0.3237410071942446,2.8698592549372254e-42,31.0431654676259,HYP
pattern,38963,decoration,3376,NOUN,HYP-HPO,385.8967841863632,0.0,0.1192660550458715,3.0814879110195774e-33,21.06422018348624,HYP
name,30860,proclaim,5740,VERB,HYP-HPO,15.86922824382782,6.787337597080612e-05,0.12,5.960464477539065e-08,36.48,HPO
call,242107,proclaim,5740,VERB,HYP-HPO,79.82573330402374,0.0,0.136094674556213,2.672764710092196e-51,27.83431952662722,HPO
entitle,9488,proclaim,5740,VERB,HYP-HPO,2.176318645477295,0.1401493437657739,0.0,0.03125,55.66666666666666,HPO
proclaim,5740,title,4350,VERB,HYP-HPO,11.271371603012083,0.0007871154996922,-0.0,0.015625,29.0,HYP
matter,66336,coal,10680,NOUN,HYP-HPO,2.1986948251724243,0.1381276470230124,-0.2258064516129032,9.313225746154783e-10,20.41935483870968,HPO
fuel,24801,coal,10680,NOUN,HYP-HPO,4213.45101416111,0.0,-0.0348675034867503,2.900835519859558e-216,16.301255230125523,HPO
artist,49333,illustrator,1169,NOUN,HYP-HPO,851.6586149930954,0.0,0.0340136054421768,1.1210387714598537e-44,13.183673469387756,HPO
contact,21264,happening,1547,NOUN,HYP-HPO,0.0108205080032348,0.9171521510226576,0.0,0.5,455.5,HYP
contact,21264,occurrence,3723,NOUN,HYP-HPO,6.770479202270508,0.0092677946990568,-0.0909090909090909,0.0009765625,251.9090909090909,HYP
event,82754,contact,21264,NOUN,HYP-HPO,96.90310859680176,0.0,0.0566037735849056,3.038581678643136e-64,32.91981132075472,HPO
share,26649,slice,8505,NOUN,HYP-HPO,2.07733952999115,0.1495005507642607,-0.0,0.0078125,15.625,HPO
portion,17166,slice,8505,NOUN,HYP-HPO,26.631885647773743,2.4614774540854256e-07,0.3333333333333333,1.4901161193847656e-08,43.0,HPO
part,205500,slice,8505,NOUN,HYP-HPO,2.003224730491638,0.1569649588873425,-0.1294117647058823,5.169878828456423e-26,20.28235294117647,HPO
percentage,19764,slice,8505,NOUN,HYP-HPO,0.0254687070846557,0.8732047010884497,-0.1111111111111111,0.00390625,32.666666666666664,HPO
knowledge,54234,equivalent,600,NOUN,HYP-HPO,8.450698614120483,0.003649032430117,-0.0,0.015625,23.428571428571427,HPO
lift,19541,declare,15656,VERB,HYP-HPO,2.3439747095108032,0.1257682861031942,0.1666666666666666,1.1920928955078125e-07,37.875,HYP
declare,15656,repeal,1902,VERB,HYP-HPO,67.64754390716553,2.220446049250313e-16,0.4285714285714285,9.5367431640625e-07,155.38095238095238,HPO
declare,15656,rescind,522,VERB,HYP-HPO,0.4707293510437011,0.4926518242066251,0.0,1.0,10.0,HPO
lift,19541,repeal,1902,VERB,SYN,0.7143590450286865,0.3980005016399829,0.0,1.0,7.0,SYN
repeal,1902,rescind,522,VERB,SYN,3.877817392349243,0.0489281250921241,0.0,1.0,16.0,SYN
study,34931,major,874,VERB,HYP-HPO,98.79809939861298,0.0,-0.1111111111111111,1.4901161193847656e-08,19.14814814814815,HPO
morning,74165,farewell,1439,NOUN,HYP-HPO,7.707737445831299,0.0054984625534346,0.2857142857142857,0.0001220703125,21.0,HYP
morning,74165,greeting,2935,NOUN,HYP-HPO,115.52895212173462,0.0,0.0606060606060606,2.710505431213761e-20,18.21212121212121,HYP
quality,56135,innocence,3363,NOUN,HYP-HPO,3.2075064182281494,0.0733011166648027,0.2941176470588235,1.52587890625e-05,18.41176470588235,HPO
activity,73747,observation,18592,NOUN,HYP-HPO,292.0963592529297,0.0,-0.2814814814814815,1.0542197943230523e-81,19.203703703703702,HPO
observation,18592,measurement,10546,NOUN,HYP-HPO,653.6327332258224,0.0,0.2768361581920904,1.0440487148797642e-53,12.98870056497175,HYP
measure,38719,observation,18592,NOUN,HYP-HPO,232.13959848880768,0.0,0.0643274853801169,6.681911775230489e-52,16.34502923976608,HPO
move,132869,migrate,2763,VERB,HYP-HPO,28.09064280986786,1.1576422354053761e-07,-0.0204081632653061,3.552713678800501e-15,20.489795918367346,HPO
story,156804,fiction,14275,NOUN,HYP-HPO,5693.296179771423,0.0,-0.0805288461538461,0.0,23.010216346153847,HYP
break,67239,suspend,3999,VERB,HYP-HPO,18.95182490348816,1.3406098883339546e-05,-0.3142857142857143,5.820766091346741e-11,15.371428571428572,HPO
end,50465,suspend,3999,VERB,HYP-HPO,0.0322203636169433,0.8575448688492133,-0.3333333333333333,0.00048828125,20.33333333333333,HPO
suspend,3999,terminate,2315,VERB,HYP-HPO,226.1742053031921,0.0,0.3714285714285714,5.820766091346741e-11,9.457142857142856,HYP
state,214289,lighting,5266,NOUN,HYP-HPO,30.913793325424194,2.697477785584823e-08,-0.36,5.960464477539065e-08,63.08,HPO
light,48653,lighting,5266,NOUN,SYN,1512.4107477664948,0.0,-0.1091445427728613,1.785917798878555e-102,23.45427728613569,SYN
component,22901,ingredient,12453,NOUN,HYP-HPO,72.98650121688843,0.0,0.0491803278688524,8.673617379884035e-19,14.508196721311476,HPO
ingredient,12453,constituent,3326,NOUN,HYP-HPO,0.9735994338989258,0.3237841281182636,-0.0,0.125,9.25,HYP
element,37323,ingredient,12453,NOUN,HYP-HPO,21.09268975257873,4.375943202794552e-06,-0.0188679245283018,2.220446049250313e-16,21.16981132075472,HPO
